1,665.133,669.002,663.460,560.331,530.253,521.399
2,689.291,637.670,631.320,635.832,694.639,671.597
3,695.405,697.316,674.458,756.487,780.946,793.480
4,708.763,708.920,733.323,797.773,795.952,813.018
5,697.597,709.244,746.607,817.915,832.043,837.673
