1,707.488,704.435,687.370,596.050,515.842,485.635
2,684.036,682.194,606.017,543.402,516.245,496.427
3,700.706,731.631,737.931,565.623,504.245,491.732
4,699.752,771.001,600.066,531.722,516.628,499.997
5,698.274,783.972,791.033,553.748,473.479,480.252
