2,21103.261,29438.598,50427.461,9567.342
66,847.590,1354.505,854.035,1174.895
4,10638.998,19627.323,24589.109,4955.373
64,860.364,1292.101,883.934,1189.402
6,7327.088,9734.712,16205.741,3417.858
62,882.775,1445.188,908.618,1200.976
8,5464.615,7470.560,11787.198,2646.828
60,887.043,1486.836,932.171,1207.908
10,4492.243,7943.439,9173.763,2191.708
58,908.503,1415.487,952.430,1213.612
12,3923.517,6626.759,7811.715,1891.979
56,918.859,1463.715,976.191,1221.266
14,3382.285,5747.450,6544.327,1679.584
54,931.241,1511.380,999.163,1230.644
16,2760.408,5133.975,5354.044,1486.657
52,1122.045,1564.464,1213.293,1240.357
18,2536.670,4586.845,4702.667,1426.716
50,1147.535,1614.255,1248.469,1246.522
20,2260.600,4173.226,4086.323,1403.617
48,1146.429,1680.033,1283.018,1253.854
22,2247.214,3838.645,3895.675,1389.112
46,1164.174,1747.728,1329.052,1259.832
24,1995.391,3508.998,3349.956,1378.101
44,1173.843,1808.330,1380.086,1269.266
26,2000.083,3293.608,3209.314,1372.009
42,1196.332,1878.004,1442.148,1274.539
28,1753.155,3059.979,2695.377,1358.670
40,1218.738,1960.955,1511.593,1289.530
30,1670.156,2890.547,2593.225,1333.153
38,1409.078,2050.260,1865.793,1295.043
32,1476.154,2713.790,2157.231,1327.459
36,1437.072,2138.631,1961.258,1314.551
34,1466.538,2403.902,2049.421,1320.170
