2,88.846,113.228,87.667,114.928
4,101.447,64.096,49.969,64.242
6,38.118,47.067,37.661,47.198
8,31.381,38.440,31.468,38.659
10,77.808,33.274,27.477,33.267
12,24.969,29.975,25.043,29.667
14,23.147,27.376,22.850,27.410
16,74.385,26.809,21.888,26.765
18,21.804,26.618,21.176,26.497
20,72.796,26.155,20.470,26.148
22,21.121,26.510,20.376,26.435
24,70.885,25.963,19.573,26.066
26,72.060,26.175,19.787,26.207
28,20.561,26.258,19.709,26.279
30,72.028,25.866,19.324,25.897
32,20.240,25.837,19.313,25.986
34,71.963,26.226,19.615,26.166
36,20.509,26.030,19.335,25.986
38,20.008,25.642,18.835,25.549
40,20.234,25.826,18.758,25.564
42,20.288,26.171,18.948,25.891
44,20.381,26.377,19.262,26.282
46,70.434,25.932,18.561,25.805
48,20.005,26.316,18.798,26.310
50,20.298,26.482,18.828,26.530
52,19.916,26.443,18.488,26.265
54,20.014,26.345,18.510,26.250
56,69.702,26.279,18.302,25.827
58,71.922,26.457,18.408,25.910
60,19.657,26.519,18.321,25.793
62,71.461,26.532,18.507,25.955
64,70.740,26.123,18.439,25.800
66,70.213,25.776,18.222,25.680
68,70.551,25.630,18.216,25.645
