2,216.514,126.252,216.451,126.027
4,122.281,75.951,122.284,75.907
6,89.411,58.180,89.529,57.984
8,74.660,50.332,74.420,50.274
10,64.063,44.310,63.913,44.276
12,59.535,42.088,58.845,41.996
14,55.923,39.394,54.868,39.095
16,54.276,37.953,53.305,38.074
18,53.244,38.064,52.775,38.010
20,53.054,37.954,52.778,37.869
22,52.931,37.975,52.474,38.384
24,52.737,38.142,52.763,38.287
26,52.393,37.270,51.871,37.301
28,53.383,38.530,52.935,38.518
30,52.304,37.502,52.297,37.580
32,52.712,37.823,52.306,37.867
34,52.560,37.812,52.451,37.860
36,53.122,38.472,52.882,38.310
38,52.937,38.283,52.827,38.383
40,52.074,37.792,52.088,38.151
42,52.584,37.856,52.117,37.866
44,52.555,38.346,52.616,38.440
46,52.860,37.815,52.454,37.967
48,52.618,37.870,52.441,38.057
50,52.290,37.564,51.970,37.518
52,52.568,38.036,52.320,37.643
54,51.791,37.306,51.956,37.363
56,52.718,37.786,52.369,37.802
58,52.908,38.095,52.598,38.168
60,52.293,37.347,51.805,36.915
62,52.857,38.595,53.395,39.104
64,52.208,37.796,52.079,37.831
66,51.695,37.335,51.528,37.171
68,50.983,36.788,51.202,36.788
