2,19.634,47.168,22.732,35.899
4,15.794,29.691,17.479,24.138
6,14.541,24.053,15.651,20.715
8,13.151,20.210,13.928,17.252
10,13.458,19.807,14.211,17.614
12,14.792,20.231,14.368,17.291
14,14.873,19.551,15.255,17.835
16,12.682,17.764,13.848,15.757
18,13.611,18.060,13.874,15.706
20,13.635,17.753,13.921,15.721
22,13.252,16.572,13.909,16.243
24,13.360,16.574,14.079,16.481
26,13.496,16.395,14.418,16.556
28,13.454,16.334,14.258,16.406
30,13.722,16.463,14.395,16.666
32,13.409,15.496,13.813,15.528
34,13.404,15.375,13.728,15.353
36,13.197,15.167,13.507,15.169
38,13.610,15.634,13.883,15.622
40,13.423,15.494,13.736,15.538
42,13.351,15.545,13.821,15.508
44,13.387,15.397,13.909,15.509
46,13.516,15.505,14.052,15.686
48,13.085,15.017,13.595,15.359
50,13.697,15.451,14.064,15.819
52,13.505,15.216,13.922,15.578
54,13.290,14.965,13.695,15.405
56,13.069,14.792,13.466,15.119
58,13.175,14.852,13.588,15.270
60,13.498,15.220,13.895,15.628
62,13.420,15.128,13.863,15.623
64,13.017,13.870,13.436,15.125
66,12.930,13.749,13.343,15.013
68,13.491,14.187,13.913,15.634
